Published,ISOWeek,Updated,ID,Version,Title,Categories,Authors,Abstract
2026-05-05T17:59:18Z,19,2026-05-05T17:59:18Z,2605.04046,1,"'A Closed-Form Adaptive-Landmark Kernel for Certified Point-Cloud and Graph Classification'",cs.LG;math.AT,,
2026-05-05T17:59:16Z,19,2026-05-05T17:59:16Z,2605.04045,1,"'Audio-Visual Intelligence in Large Foundation Models'",cs.CV,,
2026-05-05T17:58:53Z,19,2026-05-05T17:58:53Z,2605.04044,1,"'UniCorrn: Unified Correspondence Transformer Across 2D and 3D'",cs.CV,,
2026-05-05T17:57:36Z,19,2026-05-05T17:57:36Z,2605.04040,1,"'Large Language Models are Universal Reasoners for Visual Generation'",cs.CV,,
2026-05-05T17:57:19Z,19,2026-05-05T17:57:19Z,2605.04039,1,"'Safety and accuracy follow different scaling laws in clinical large language models'",cs.CL;cs.AI;cs.LG,,
2026-05-05T17:55:25Z,19,2026-05-05T17:55:25Z,2605.04036,1,"'OpenSeeker-v2: Pushing the Limits of Search Agents with Informative and High-Difficulty Trajectories'",cs.AI;cs.CL,,
2026-05-05T17:55:01Z,19,2026-05-05T17:55:01Z,2605.04035,1,"'Large-Scale High-Quality 3D Gaussian Head Reconstruction from Multi-View Captures'",cs.CV;cs.LG,,
2026-05-05T17:43:52Z,19,2026-05-05T17:43:52Z,2605.04019,1,"'Redefining AI Red Teaming in the Agentic Era: From Weeks to Hours'",cs.AI;cs.CR,,
2026-05-05T17:42:50Z,19,2026-05-05T17:42:50Z,2605.04018,1,"'Rethinking Reasoning-Intensive Retrieval: Evaluating and Advancing Retrievers in Agentic Search Systems'",cs.CL;cs.IR,,
2026-05-05T17:36:29Z,19,2026-05-05T17:36:29Z,2605.04013,1,"'Conditional Diffusion Sampling'",stat.ML;cs.LG,,
2026-05-05T17:36:12Z,19,2026-05-05T17:36:12Z,2605.04012,1,"'SymptomAI: Towards a Conversational AI Agent for Everyday Symptom Assessment'",cs.AI,,
